"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","seq","gene_len","blast","diamond","interpro","anno","length","b.status.final","cov.04v13","b.status","b.status.asn","b.status.kmer"
"33","g3503",6.83161056415864,-0.158626758596758,10.2885502753209,6.63005024208342e-11,3.10756801835045e-08,"scaffold_10",5368,NA,NA,"BTB/POZ domain,BTB And C-terminal Kelch","Y",2776264,"A",-0.506933298875844,"A","A","A"
"34","g18233",5.88120194112516,-2.61263173292592,10.2758736337677,6.79557783094397e-11,3.10756801835045e-08,"scaffold_78",2754,NA,"A0A1I8MK77","Protein of unknown function (DUF 659),hAT family C-terminal dimerisation region,BED zinc finger","Y",1238903,"A",-0.410988861318145,"A","A","A"
"35","g23415",5.55279794776159,-2.85090089654184,10.2548385792234,7.09074638957843e-11,3.11747316650993e-08,"scaffold_364",2561,NA,"A0A1D2MNM8","Ubiquitin carboxyl-terminal hydrolase","Y",369540,"A",0.49483194180424,"A","A","A"
"36","g13321",5.25116106380396,-3.17629273729504,10.2506960589329,7.14978645047346e-11,3.11747316650993e-08,"scaffold_15",888,NA,NA,NA,"N",2222211,"A",-0.381851299844664,"A","A","A"
"37","g13191",4.64037849254422,-3.59965306503292,10.2007763349525,7.91340884329894e-11,3.37201141825027e-08,"scaffold_979",953,NA,NA,NA,"N",25972,"A",-1.33898736424306,"A","A","A"
"38","g10961",6.27741486818865,-2.40948012486808,10.1089856185441,9.55482957300761e-11,3.9809666592071e-08,"scaffold_1",2194,NA,"X1XR80","MULE transposase domain,Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8","Y",4205925,"A",-0.407990358368454,"A","A","A"
"39","g2805",7.0968059617638,-1.63391767598048,9.88175848526646,1.52933370976183e-10,5.85173014782134e-08,"scaffold_817",270,NA,NA,"RNA polymerase Rpb6","Y",42457,"A",-0.186849101691396,"A","A","A"
"40","g18587",3.4253671261541,-4.1905898192569,9.68922096270251,2.28235684327181e-10,8.39057028519668e-08,"scaffold_240",995,NA,NA,NA,"N",571683,"A",0.0991263548969637,"A","A","A"
"41","g6067",5.99571123556046,-1.80987258301527,9.2216241089559,6.19338145951908e-10,2.19093790536836e-07,"scaffold_5",3210,NA,NA,"BTB/POZ domain","Y",2912966,"A",-0.512436122659878,"A","A","A"
"42","g23414",5.70801010829953,-2.75937452441249,9.17708376072819,6.8191395015351e-10,2.36763049100522e-07,"scaffold_364",6016,NA,"A0A226F1P1","PIF1-like helicase,Helitron helicase-like domain at N-terminus","Y",369540,"A",0.49483194180424,"A","A","A"
"43","g20011",4.14934504310097,-3.41094975879408,9.05715846400267,8.84923166591758e-10,2.95018749717841e-07,"scaffold_894",862,NA,NA,NA,"N",31517,"A",0.104964270439442,"A","A","A"
"44","g5232",11.0199836869291,0.390216860757181,9.06171325670402,8.96904834066719e-10,2.95018749717841e-07,"scaffold_2160",2567,NA,NA,"Transactive response DNA-binding protein N-terminal domain","Y",5884,"B3",-2.328587,"B.loose","A","A"
"45","g20623",10.6308134239041,0.0109717965714042,9.00094646602205,1.02153608796368e-09,3.30220346779846e-07,"scaffold_215",1143,"PPIA_RABIT","A0A482XF32","Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD","Y",662663,"A",-0.490191500254504,"A","A","A"
"46","g8280",6.85119522934933,-2.04928540919339,8.9323269851112,1.16611223434193e-09,3.64390638027948e-07,"scaffold_290",437,NA,NA,NA,"N",475304,"A",0.436164851848916,"A","A","A"
"47","g9254",6.19811699296734,0.601531015601817,8.89731412837436,1.25830846945116e-09,3.86754516290817e-07,"scaffold_1285",427,NA,NA,NA,"N",16880,"A",-0.6298012,"A","A","A"
"48","g3121",5.14127282270687,-0.618836877750014,8.67269150617011,2.07055756787676e-09,6.19137216712754e-07,"scaffold_1145",305,NA,NA,NA,"N",19693,"A",-1.612732,"A","A","A"
"49","g6210",4.44478517550057,-3.09865553470852,8.67048125822372,2.08041200346171e-09,6.19137216712754e-07,"scaffold_440",771,NA,NA,"BED zinc finger","Y",279831,"A",0.180185059522116,"A","A","A"
"50","g18588",4.29030818550419,-2.65353997623433,8.64393174403391,2.20772391270628e-09,6.46759619364533e-07,"scaffold_240",2174,NA,NA,NA,"N",571683,"A",0.0991263548969637,"A","A","A"
"51","g1162",4.06979083376756,-3.86857227787487,8.53480346511348,2.82114837045068e-09,8.0141986056939e-07,"scaffold_736",360,NA,NA,NA,"N",68617,"A",-0.2294264396419,"A","A","A"
"52","g20018",4.66241414090831,4.0163499984528,8.48368846478286,3.16648134583418e-09,8.86094906761866e-07,"scaffold_894",643,"TCPA_DROME","A0A2J7QHG0","TCP-1/cpn60 chaperonin family","Y",31517,"A",0.104964270439442,"A","A","A"
"53","g11595",4.08921672220387,-3.17718893260373,8.43237566913956,3.55632802038774e-09,9.80552853738967e-07,"scaffold_1801",2521,NA,"J9M2D0","Tc5 transposase DNA-binding domain,helix-turn-helix, Psq domain,DDE superfamily endonuclease","Y",9143,"A",0.3534785,"A","A","A"
"54","g21295",6.39377782690974,-2.73180665248218,8.35661398750333,4.23119868311501e-09,1.14972092912643e-06,"scaffold_43",422,NA,NA,NA,"N",1553300,"A",-0.218640756987725,"A","A","A"
"55","g19261",4.94128975261366,-2.19973946680655,8.09590247903465,7.686470870732e-09,2.0587663193622e-06,"scaffold_18",2074,NA,"D6WEX8","Predicted AAA-ATPase","Y",2121024,"A",0.062807759613403,"A","A","A"
"56","g3239",10.6567090083223,0.379111544677392,7.95968299087173,1.08136565126074e-08,2.85556684443486e-06,"scaffold_12",1489,"FACR1_DROME","J9K7D4","Male sterility protein","Y",2392395,"A",-0.150391795909699,"A","A","A"
"57","g16062",5.01765353483475,-1.89955677142761,7.84232048061123,1.38756531582576e-08,3.61325862589127e-06,"scaffold_315",3547,"COPIA_DROME","J9KJ72","gag-polypeptide of LTR copia-type,Reverse transcriptase (RNA-dependent DNA polymerase),GAG-pre-integrase domain","Y",422866,"A",-0.830092772561815,"A","A","A"
"58","g682",5.50331083214899,-1.29098506840285,7.77122537673675,1.64051940803129e-08,4.15649978124036e-06,"scaffold_132",1361,NA,NA,NA,"N",944065,"A",0.0574018976621374,"A","A","A"
"59","g9541",4.30209223957379,-2.41046458135792,7.68073960924058,2.03007893095626e-08,5.07492665019986e-06,"scaffold_101",2955,NA,NA,NA,"N",1110711,"A",-0.067778632365172,"A","A","A"
"60","g6171",4.29331187560767,-2.97391056276515,7.38117741181516,4.1492014203922e-08,9.97350992704274e-06,"scaffold_5",939,NA,NA,NA,"N",2912966,"A",-0.512436122659878,"A","A","A"
"61","g864",5.27979645505871,-3.29326780548207,7.21584922508605,6.18946535880251e-08,1.46894032926821e-05,"scaffold_158",441,NA,NA,"Transcription activator MBF2","Y",859120,"A",-0.331860621334502,"A","A","A"
"62","g21393",4.00062937991719,-2.92004554681913,7.14163589533302,7.40912316624045e-08,1.71498333634373e-05,"scaffold_110",536,NA,NA,NA,"N",1065314,"A",-0.112448504233571,"A","A","A"
"63","g9804",3.19629016835521,3.08421976938602,7.12846663360689,7.65041517916118e-08,1.74923944139138e-05,"scaffold_47",738,"TADBP_XENTR","T1HYV6","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y",1504070,"A",-0.0490009644108124,"A","A","A"
"64","g4593",6.59676337943425,-2.65478592467052,7.01710638291056,1.00758563704687e-07,2.22578446260069e-05,"scaffold_888",655,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",31817,"A",-2.6127425295222,"A","A","A"
"65","g20141",6.92919712950142,-0.0678626871185099,7.01696084882798,1.00907610710469e-07,2.22578446260069e-05,"scaffold_333",1511,NA,"J9L6S7","YqaJ-like viral recombinase domain","Y",396600,"A",0.21847289288617,"A","A","A"
"66","g2808",4.52287802778354,-0.235215228527798,6.94154094273854,1.20932288202053e-07,2.63646450174452e-05,"scaffold_817",1224,"MYRO1_BREBR","T1HZR0","Glycosyl hydrolase family 1","Y",42457,"A",-0.186849101691396,"A","A","A"
"67","g7175",3.4826048684375,-3.78468243243839,6.88254081598314,1.39829271286908e-07,2.95601011522955e-05,"scaffold_17",4073,NA,"A0A226EUF5","Pao retrotransposon peptidase,Putative peptidase (DUF1758),Protein of unknown function (DUF1759)","Y",2133015,"A",-0.178589466439256,"A","A","A"
"68","g23020",3.4502670486537,-4.18088477952073,6.82542697761032,1.61018737922341e-07,3.31751683220437e-05,"scaffold_82",296,NA,NA,NA,"N",1220856,"A",-0.131134994152645,"A","A","A"
"69","g11371",6.05604106339587,-1.94094558408135,6.81654046926486,1.64928658609761e-07,3.36113850029827e-05,"scaffold_151",1302,NA,"X1WMA8","Phage integrase family","Y",880401,"A",-0.186194389548242,"A","A","A"
"70","g2001",5.666594212289,-2.72651794701905,6.77240113323879,1.83853240636222e-07,3.70652086955755e-05,"scaffold_581",862,NA,"J9MAL5","Major Facilitator Superfamily","Y",161916,"A",-0.485206599693474,"A","A","A"
"71","g3672",5.05947801135385,-1.12937793201321,6.7303671949297,2.03922741665471e-07,4.06739093987863e-05,"scaffold_269",2508,NA,"A0A0J7N0T9",NA,"Y",511711,"A",-0.171085385446641,"A","A","A"
"72","g650",4.72803634028266,-2.80069304603721,6.71123670254909,2.1380492717633e-07,4.21960903118844e-05,"scaffold_132",1073,NA,NA,NA,"N",944065,"A",0.0574018976621374,"A","A","A"
"73","g20735",4.31785324396695,-3.74182509784255,6.63020686537639,2.61598119505917e-07,5.10906577355879e-05,"scaffold_131",488,NA,NA,NA,"N",945783,"A",0.121336882920779,"A","A","A"
"74","g872",4.50490057119573,-1.31607570762429,6.55432325307455,3.1628729909999e-07,6.11347481528423e-05,"scaffold_158",2129,"RT07_DROME","A0A067QQP8","Ribosomal protein S7p/S5e,MULE transposase domain,Zinc finger, C2H2 type","Y",859120,"A",-0.331860621334502,"A","A","A"
"75","g18519",3.63648204016699,-0.358696561992322,6.52852577825061,3.37350186626217e-07,6.38886732227772e-05,"scaffold_273",2250,NA,"A0A2B4RXD0","Aspartyl protease","Y",509830,"A",0.239544714293008,"A","A","A"
"76","g9386",5.90012506082098,0.00868805202174517,6.4353410869824,4.27228384643186e-07,7.93079701353969e-05,"scaffold_153",3729,NA,"J9K020",NA,"Y",873851,"A",-0.70736004240488,"A","A","A"
"77","g1218",4.5465620769856,-2.92829912239306,6.40363876101217,4.61922345207072e-07,8.49076671596803e-05,"scaffold_704",713,NA,NA,NA,"N",80440,"A",0.015818765022244,"A","A","A"
"78","g9797",2.37476475283273,3.22041900245561,6.37768221812973,4.9305825010836e-07,8.97509624396277e-05,"scaffold_47",1273,NA,NA,NA,"N",1504070,"A",-0.0490009644108124,"A","A","A"
"79","g354",3.57473392621563,1.52955082281615,6.36774932577389,5.0558774917769e-07,9.11467760512741e-05,"scaffold_42",2124,NA,"A0A374CGF3","Predicted AAA-ATPase","Y",1571520,"A",-0.296515022661438,"A","A","A"
"80","g11943",3.60140767519225,-3.86174578042138,6.33517145046346,5.48969956516495e-07,9.80251210926454e-05,"scaffold_1237",694,NA,"K7JKD1",NA,"Y",17712,"A",-0.7409884,"A","A","A"
"81","g17760",3.09026806550183,0.427823021578267,6.28033482697853,6.30706058047636e-07,0.000110791574559475,"scaffold_186",1826,"PEPT1_DROME","A0A2J7R2B1","POT family","Y",756945,"A",-0.19414750726748,"A","A","A"
"82","g1574",3.19682120210784,0.0246346491591159,6.27934928979427,6.32284307315792e-07,0.000110791574559475,"scaffold_206",717,NA,NA,NA,"N",683232,"A",-0.0506701170058202,"A","A","A"
"83","g14574",7.48537835998112,-1.64432674888742,6.27484556084414,6.45449530559364e-07,0.000112051233782014,"scaffold_665",1318,NA,NA,"gag-polypeptide of LTR copia-type","Y",99346,"A",0.175661023251339,"A","A","A"
"84","g6056",4.10018951162753,-2.10380446815938,6.23301116340217,7.11218833150403e-07,0.000122336164245293,"scaffold_5",1543,"POL5_DROME","J9LCT9,J9L709","Reverse transcriptase (RNA-dependent DNA polymerase),Integrase core domain,Integrase zinc binding domain,RNase H-like domain found in reverse transcriptase","Y",2912966,"A",-0.512436122659878,"A","A","A"
"85","g6396",2.32632617907955,1.70857942718317,6.21609777778645,7.42362886484029e-07,0.000124357591700252,"scaffold_63",2350,NA,"A0A261D9Z1","Predicted AAA-ATPase","Y",1338047,"A",-0.378643509174471,"A","A","A"
"86","g18403",3.01105064016139,-0.907290151927059,6.18699115737257,7.99377847711978e-07,0.000132633055457981,"scaffold_2165",2321,NA,NA,NA,"N",5828,"A",0.460127,"A","A","A"
"87","g5915",2.60742364351025,2.76910430198559,6.14493031319924,8.89718815144413e-07,0.000146327526887216,"scaffold_139",803,NA,NA,NA,"N",925897,"A",-0.742299505669702,"A","A","A"
"88","g2870",4.08701658269452,1.61676759817881,6.12583217986458,9.3419495652754e-07,0.000152306271651607,"scaffold_89",353,NA,NA,NA,"N",1205502,"A",0.0230417379473991,"A","A","A"
"89","g18670",4.5450105435532,-0.812657882923889,6.09571655905573,1.00900405608007e-06,0.000163084629719356,"scaffold_45",4419,"COPIA_DROME","J9KJ72","gag-polypeptide of LTR copia-type,Reverse transcriptase (RNA-dependent DNA polymerase),GAG-pre-integrase domain,Integrase core domain","Y",1519494,"A",-0.531056314899238,"A","A","A"
"90","g23072",5.96171869899783,-2.37825652710286,6.04829149819988,1.14175625238346e-06,0.000182963999794338,"scaffold_82",710,NA,"A0A212FDA2","IPT/TIG domain","Y",1220856,"A",-0.131134994152645,"A","A","A"
"91","g20142",6.89617343826735,0.246509616589722,5.98412382263371,1.35116786675919e-06,0.000214686833337865,"scaffold_333",1440,NA,"J9JL93","DDE superfamily endonuclease,Helix-turn-helix of DDE superfamily endonuclease,THAP domain","Y",396600,"A",0.21847289288617,"A","A","A"
"92","g349",3.58212486343996,-2.51670755094446,5.9224700107209,1.57187906752297e-06,0.000247656812075531,"scaffold_42",3909,NA,"A0A0J7N890","Protein of unknown function (DUF1759),Putative peptidase (DUF1758),Pao retrotransposon peptidase","Y",1571520,"A",-0.296515022661438,"A","A","A"
"93","g14657",4.4628933090049,-3.17334742443442,5.88982444483943,1.70991785132675e-06,0.000265699409785862,"scaffold_1980",412,NA,NA,NA,"N",7380,"A",-1.569334,"A","A","A"
"94","g9062",3.90955777334772,-3.96229875608422,5.88863938063956,1.71473831052799e-06,0.000265699409785862,"scaffold_848",1025,NA,"A0A1H8D3N8","Predicted AAA-ATPase","Y",36415,"B1",1.38857690730129,"B.strict","A","B"
"95","g20161",2.85344211687056,1.13814830493365,5.88463077770368,1.73236858676654e-06,0.000266230972403982,"scaffold_333",658,NA,NA,"FKBP-type peptidyl-prolyl cis-trans isomerase","Y",396600,"A",0.21847289288617,"A","A","A"
"96","g3201",3.35442117170932,-1.17310782050045,5.8770176806573,1.76664171354685e-06,0.00026929077631943,"scaffold_12",198,NA,NA,NA,"N",2392395,"A",-0.150391795909699,"A","A","A"
"97","g19940",1.85364134998142,3.20978158819909,5.85678275552708,1.86103785601583e-06,0.000281391925503555,"scaffold_236",923,NA,NA,"Myb/SANT-like DNA-binding domain","Y",587163,"A",0.293994746400536,"A","A","A"
"98","g10279",3.60331031293522,5.31976555932997,5.8437900803256,1.92440124283956e-06,0.000288644791215991,"scaffold_150",2259,"M10B1_DANRE","A0A2J7QS54","AAA domain","Y",889822,"A",-0.178033504278086,"A","A","A"
"99","g10179",4.15528356929696,-3.65256791943525,5.83445163878805,1.97150025781095e-06,0.000293362367727758,"scaffold_128",1322,NA,NA,NA,"N",956808,"A",0.152028338377953,"A","A","A"
"100","g20162",2.97017013459661,3.81551373959772,5.78391218251975,2.2454800722999e-06,0.00033150004626418,"scaffold_333",2314,"NB5R2_MOUSE","A0A194Q8Y9","Oxidoreductase NAD-binding domain,Predicted AAA-ATPase,Oxidoreductase FAD-binding domain","Y",396600,"A",0.21847289288617,"A","A","A"
"101","g322",4.02716735930955,-2.10910582174351,5.6491764923943,3.18155496077887e-06,0.000466023234059711,"scaffold_42",940,NA,NA,NA,"N",1571520,"A",-0.296515022661438,"A","A","A"
"102","g507",7.56045126930769,-0.714225527089011,5.63124051221157,3.3773760271724e-06,0.000490871497158568,"scaffold_816",601,NA,NA,"ERAP1-like C-terminal domain","Y",42994,"B2",0.23847646001005,"B.loose","A","A"
"103","g18056",3.55423161299946,-4.13150624654259,5.53364622506311,4.29303795564441e-06,0.000614428768170817,"scaffold_217",3299,NA,"A0A3S2NZ68","YqaJ-like viral recombinase domain","Y",650882,"A",0.154607057318529,"A","A","A"
"104","g4800",3.36008051186788,-1.66365605958283,5.51078539130931,4.55576065446392e-06,0.000642225236921383,"scaffold_169",281,NA,NA,NA,"N",814881,"A",-0.607130212711013,"A","A","A"
"105","g10770",3.85901535088371,-1.3704901644223,5.29656655141604,7.96295426847699e-06,0.00109777521749761,"scaffold_270",947,NA,"A0A1I8NJP5,A0A1U8N4S9",NA,"Y",511095,"A",-0.121600324407828,"A","A","A"
"106","g18197",2.76247503919857,2.86433498037129,5.04227598906661,1.54919431983057e-05,0.00200214587075654,"scaffold_78",908,NA,NA,NA,"N",1238903,"A",-0.410988861318145,"A","A","A"
"107","g9571",2.21676510542781,3.59252316888387,5.03139398700696,1.59403953550786e-05,0.00203310525518619,"scaffold_343",306,NA,NA,NA,"N",389428,"A",0.0319205917381757,"A","A","A"
"108","g4944",3.2242118679771,-2.99280057658114,5.00559032770139,1.70569826235819e-05,0.00216082004871309,"scaffold_622",946,NA,NA,NA,"N",127333,"A",0.0322103396311721,"A","A","A"
"109","g23054",3.25436686025855,-4.28893568860185,4.96611631830526,1.89184685656884e-05,0.00236468244758728,"scaffold_82",283,NA,NA,NA,"N",1220856,"A",-0.131134994152645,"A","A","A"
"110","g927",2.44307191605432,-1.19141088260236,4.88306696748059,2.35267438453898e-05,0.00292121139309413,"scaffold_1031",2372,NA,NA,NA,"N",23702,"A",-0.1648958,"A","A","A"
"111","g7587",2.93374512701106,1.4700484870961,4.87883477311919,2.37898076417229e-05,0.00293444147022805,"scaffold_16",1024,NA,NA,NA,"N",2210925,"A",0.0243750155301392,"A","A","A"
"112","g22024",3.57525974556619,-0.563349937214737,4.85541986687902,2.53007623276379e-05,0.00310041825412342,"scaffold_124",1430,"COPIA_DROME","A0A182H8F8","Reverse transcriptase (RNA-dependent DNA polymerase)","Y",971564,"A",-0.484528265546918,"A","A","A"
"113","g2319",2.65074942521891,4.53194563843604,4.83721736308783,2.65373541266772e-05,0.00323083670468227,"scaffold_446",1413,NA,NA,NA,"N",270149,"A",0.253920226147652,"A","A","A"
"114","g10289",3.22648792751884,-2.69278040088264,4.83099968602332,2.69749682783265e-05,0.00326292696935705,"scaffold_689",3152,NA,"J9LF57","DDE superfamily endonuclease","Y",88743,"A",-0.23521219413453,"A","A","A"
"115","g23056",2.61047243947711,-4.60478516995608,4.81325277886295,2.82615192108468e-05,0.00339663604925748,"scaffold_82",288,NA,NA,NA,"N",1220856,"A",-0.131134994152645,"A","A","A"
"116","g22042",2.81909181104274,3.19631953060445,4.77723880073325,3.10659192211621e-05,0.00370990394571699,"scaffold_342",2273,"HSP7D_MANSE","A0A423SC79","Hsp70 protein,MULE transposase domain,Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8","Y",390780,"A",-0.346987692304475,"A","A","A"
"117","g12187",2.85982198090506,-4.47938302142793,4.73952598845879,3.43015384916531e-05,0.00407037686822788,"scaffold_170",1851,NA,"J9LV95","Protein of unknown function (DUF 659)","Y",812047,"A",-0.204899556407438,"A","A","A"
"118","g17345",5.57757329157067,-0.864180735041505,4.71908027414037,3.63740519566934e-05,0.00428916415179902,"scaffold_296",2232,NA,NA,"Predicted AAA-ATPase","Y",463161,"A",-0.345427791065525,"A","A","A"
"119","g3496",1.92976059633999,6.68621024474254,4.71214825337336,3.68594722928852e-05,0.00431923903762066,"scaffold_10",1679,"PPBT_CHICK","A0A2J7PHL4","Alkaline phosphatase","Y",2776264,"A",-0.506933298875844,"A","A","A"
"120","g2486",2.67119791426564,0.483303872114536,4.69522802867973,3.85350051448352e-05,0.00448753299043798,"scaffold_49",1706,NA,"D6WTN9",NA,"Y",1467153,"A",-0.211051068802704,"A","A","A"
"121","g21903",3.08359841241268,-2.31108346699013,4.6590389126838,4.23791110189394e-05,0.0049047281018154,"scaffold_22",2297,NA,"A0A182HFW8",NA,"Y",1994893,"A",-0.0831630849906746,"A","A","A"
