"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","seq","gene_len","blast","diamond","interpro","anno","length","b.status.final","cov.04v13","b.status","b.status.asn","b.status.kmer"
"12","g9057",-3.45794393982111,5.11379232355591,-9.25648583305838,5.7394267412529e-10,2.06939446099521e-07,"scaffold_740",2103,NA,"C3WB46","Transactive response DNA-binding protein N-terminal domain,Predicted AAA-ATPase","Y",65332,"A",0.26987976788762,"A","A","A"
"13","g1438",-5.80361753922265,-0.909568104417175,-9.09416004112519,8.16754164742038e-10,2.78424069722699e-07,"scaffold_20",2439,"THAP9_HUMAN","J9JTA4","Transposase protein","Y",2080048,"A",-0.276802188011742,"A","A","A"
"14","g3541",-5.09697676990726,1.10435879390269,-8.97390932888018,1.0621532587374e-09,3.37530702509619e-07,"scaffold_10",1613,NA,"A0A482X7A4",NA,"Y",2776264,"A",-0.506933298875844,"A","A","A"
"15","g13495",-3.96476976711221,1.62898151291483,-8.54912549257967,2.7315449705799e-09,7.87903640821578e-07,"scaffold_143",1559,"ERMP1_HUMAN","A0A067R1N3","Peptidase family M28","Y",907036,"A",-0.571793109644816,"A","A","A"
"16","g3814",-4.78227552319959,0.0825277774623995,-7.79574428797516,1.54782684078978e-08,3.97537060794077e-06,"scaffold_261",1172,NA,NA,NA,"N",520855,"A",0.40183138238843,"A","A","A"
"17","g15704",-1.72455582553969,4.61777248185837,-7.62810597978041,2.2996723650821e-08,5.67323120696372e-06,"scaffold_493",3104,"MCM9_XENTR","A0A067RI06","MCM OB domain,MCM P-loop domain,MCM AAA-lid domain","Y",227342,"A",-0.264038199256054,"A","A","A"
"18","g17317",-3.44622014510742,1.29329506450916,-7.42034085737316,3.77626675165042e-08,9.19496432814205e-06,"scaffold_390",1170,"ZNF41_HUMAN",NA,"Zinc finger, C2H2 type,Zinc-finger of C2H2 type,C2H2-type zinc finger","Y",334945,"A",-0.814214035270453,"A","A","A"
"19","g1324",-4.88803760986052,3.54228584603991,-7.19719729963167,6.47431759422254e-08,1.51733725717598e-05,"scaffold_69",1942,NA,"D6WEX8","Predicted AAA-ATPase","Y",1296325,"A",0.352042127029813,"A","A","A"
"20","g17312",-4.99717114733883,1.31048842458198,-7.08754061137763,8.45703201011912e-08,1.91037220671956e-05,"scaffold_811",288,NA,NA,NA,"N",44050,"A",-0.0838543912093076,"A","A","A"
"21","g3974",-3.94747846873526,-3.29313541141941,-6.91163127944554,1.30156149390511e-07,2.80493982175021e-05,"scaffold_162",845,NA,NA,NA,"N",839433,"A",-0.170515164322375,"A","A","A"
"22","g8581",-3.49152177043853,-3.81339357006345,-6.88112260739094,1.40319430505856e-07,2.95601011522955e-05,"scaffold_447",1240,NA,NA,"7tm Odorant receptor","Y",269477,"A",-0.0194769299036616,"A","A","A"
"23","g13042",-3.82699600347466,-1.80806379306088,-6.84383169825412,1.5385811689749e-07,3.20520648190116e-05,"scaffold_823",288,NA,NA,NA,"N",41255,"A",-0.307130468845252,"A","A","A"
"24","g15894",-6.74487988356098,-1.09092956115517,-6.54045205553918,3.2890601169153e-07,6.29250899306581e-05,"scaffold_187",325,NA,NA,NA,"N",753167,"A",0.222681329386548,"A","A","A"
"25","g17311",-6.58864247852759,1.16515399604924,-6.47307823858192,3.89330738020052e-07,7.29956200713795e-05,"scaffold_811",2024,NA,"J9KHS0","Transposase protein","Y",44050,"A",-0.0838543912093076,"A","A","A"
"26","g10800",-4.28967164142195,-0.542078469835842,-6.22514860268246,7.25606611106333e-07,0.000123676348651206,"scaffold_270",710,NA,NA,NA,"N",511095,"A",-0.121600324407828,"A","A","A"
"27","g20833",-2.56146650805561,-0.141743953062878,-6.21582958161867,7.42868967434435e-07,0.000124357591700252,"scaffold_921",662,NA,NA,NA,"N",29080,"A",0.216100245531253,"A","A","A"
"28","g7421",-3.82033441957099,-1.07249241107821,-5.54563998315641,4.16153932604726e-06,0.000600190006338924,"scaffold_526",1408,"RCBT1_MOUSE","A0A232EN37","BTB/POZ domain,Regulator of chromosome condensation (RCC1) repeat","Y",204775,"B2",0.0823678094311294,"B.loose","A","A"
"29","g10350",-4.10054158652801,-1.33100692788741,-5.51433956133737,4.51463685191181e-06,0.00064124944194314,"scaffold_159",5634,NA,"A0A3Q0JHJ8","MULE transposase domain,GDSL-like Lipase/Acylhydrolase family","Y",848934,"A",-0.157158056960454,"A","A","A"
"30","g9535",-5.84202550916108,1.4974494016896,-5.49549965207226,4.75702148837891e-06,0.000665592506609076,"scaffold_101",1210,NA,NA,NA,"N",1110711,"A",-0.067778632365172,"A","A","A"
"31","g17219",-3.21579401067877,-0.758503259049475,-5.3468740936964,6.98204962663982e-06,0.000969677395924963,"scaffold_57",396,NA,"K7J0S2",NA,"Y",1361687,"A",-0.000589508814948349,"A","A","A"
"32","g18023",-3.53145751208221,-2.59268746312836,-5.2876710545956,8.14950838799762e-06,0.00111529293990195,"scaffold_1231",335,NA,"U4UG15",NA,"Y",17812,"A",-1.484324,"A","A","A"
"33","g23495",-3.02832646429551,-1.11972518510534,-5.20441277179245,1.01309914674864e-05,0.00137641999292683,"scaffold_1149",494,NA,NA,NA,"N",19548,"A",-0.373129,"A","A","A"
"34","g19773",-3.76998828657771,-0.262029222116796,-5.18698659672718,1.06047649694284e-05,0.00143042257850225,"scaffold_60",2514,"GRM1_HUMAN","B0WMA9","Receptor family ligand binding region,Nine Cysteines Domain of family 3 GPCR,7 transmembrane sweet-taste receptor of 3 GCPR","Y",1353332,"A",-0.321423965690676,"A","A","A"
"35","g8578",-3.04205051941876,-3.21473465147827,-5.14201363871189,1.19286403644051e-05,0.00159398378382331,"scaffold_447",869,NA,NA,NA,"N",269477,"A",-0.0194769299036616,"A","A","A"
"36","g4661",-2.11959679818373,2.9394757061571,-5.14013482723691,1.19873973822117e-05,0.00159398378382331,"scaffold_501",629,NA,NA,NA,"N",222918,"A",-0.514203896768746,"A","A","A"
"37","g22901",-3.71533906379978,-0.793755469422777,-5.09908380978436,1.334982738601e-05,0.00175787449986278,"scaffold_37",1259,NA,NA,NA,"N",1648890,"A",-0.516654036222865,"A","A","A"
"38","g17199",-2.65526013533824,3.35979720614218,-5.09740138337833,1.34074379156423e-05,0.00175787449986278,"scaffold_57",698,NA,NA,NA,"N",1361687,"A",-0.000589508814948349,"A","A","A"
"39","g10306",-3.69486281657167,-1.99252020055443,-5.06536623726277,1.45833054000128e-05,0.00189876661767249,"scaffold_765",274,NA,NA,NA,"N",54856,"A",0.243398552166011,"A","A","A"
"40","g2882",-3.64526287125515,-3.6778409373063,-5.03988202311863,1.55908740269057e-05,0.00200214587075654,"scaffold_89",414,NA,NA,NA,"N",1205502,"A",0.0230417379473991,"A","A","A"
"41","g17932",-1.92139348541588,0.897453232341449,-4.99915945759543,1.73468527799863e-05,0.00218279290450982,"scaffold_226",1409,NA,NA,NA,"N",631026,"A",-0.691919330126775,"A","A","A"
"42","g13388",-3.13171549656018,-0.890396285055639,-4.64571060773011,4.38894162305428e-05,0.0050083293690542,"scaffold_297",1084,NA,NA,NA,"N",460796,"A",-0.441019928658794,"A","A","A"
"43","g9187",-3.37682229332437,-0.126720247081749,-4.60530219388254,4.88061643835594e-05,0.00544682604778187,"scaffold_757",1187,NA,NA,NA,"N",59257,"A",0.0567967478765278,"A","A","A"
"44","g17070",-3.62362796112499,0.347928840424302,-4.58470613772658,5.15235118042131e-05,0.00571606108175853,"scaffold_2094",680,NA,NA,NA,"N",6389,"A",-0.3353438,"A","A","A"
"45","g17785",-3.04711699260993,3.9717837517604,-4.53496578718184,5.87040275555526e-05,0.00639908030604102,"scaffold_965",2400,"LFC_TACTR","J9KTP3","Trypsin","Y",26730,"A",-1.61075456110289,"A","A","A"
"46","g9537",-3.70984667252026,-1.4462930814477,-4.37900691290018,8.84003344248221e-05,0.00939191845568098,"scaffold_101",1733,NA,NA,NA,"N",1110711,"A",-0.067778632365172,"A","A","A"
"47","g16809",-5.79990260522646,-1.86301277238828,-4.38105280707261,8.8664438991708e-05,0.00939191845568098,"scaffold_8",226,NA,NA,NA,"N",2847527,"A",0.12592923041673,"A","A","A"
"48","g22858",-1.84897904793537,2.78776498033891,-4.34590509893791,9.6383131768177e-05,0.010039374097342,"scaffold_37",1311,NA,NA,NA,"N",1648890,"A",-0.516654036222865,"A","A","A"
"49","g5248",-3.14144214764802,-0.13016525991191,-4.33667686996116,9.87449987214895e-05,0.0102285634311006,"scaffold_814",1116,"CATA_ASCSU","A0A2J7REJ5","Catalase-related immune-responsive,Catalase","Y",43109,"B3",-0.131942928822252,"B.loose","A","A"
"50","g18118",-2.77566378791693,-3.49659343159484,-4.33229937233193,9.98801456029361e-05,0.0102794724083432,"scaffold_859",908,NA,"A0A2P8YF88","DDE superfamily endonuclease","Y",35811,"A",-0.74337590370983,"A","A","A"
"51","g23106",-2.00338893662678,1.94982262766296,-4.32101039288439,0.000102875973627146,0.0104260628623533,"scaffold_222",1908,NA,NA,NA,"N",636692,"A",-0.0534969850037536,"A","A","A"
"52","g4187",-3.81444065663788,0.288148231337311,-4.27684811171705,0.000115529056815183,0.0116454531517627,"scaffold_28",2707,NA,"A0A1I7W3G3","Putative peptidase (DUF1758),Family of unknown function (DUF5641),Protein of unknown function (DUF1759)","Y",1812903,"A",0.0615545488203059,"A","A","A"
"53","g10729",-2.72759226400184,-1.45062405754542,-4.17976961423472,0.000148829373996614,0.0142367445564414,"scaffold_518",363,NA,NA,NA,"N",209603,"A",0.337176986673755,"A","A","A"
"54","g8580",-2.74709803496828,-4.43316508768653,-4.17012532031246,0.000152623352417971,0.0144730707075922,"scaffold_447",488,NA,NA,"7tm Odorant receptor","Y",269477,"A",-0.0194769299036616,"A","A","A"
"55","g18441",-3.49251135651142,-2.43062845187541,-4.1604467772198,0.000156557044951756,0.0147383769764104,"scaffold_314",1259,NA,NA,NA,"N",423911,"A",-0.0319147295774421,"A","A","A"
"56","g17277",-6.02322156017373,3.0831096297471,-4.16375624950427,0.000157217739361143,0.0147383769764104,"scaffold_180",1238,NA,NA,NA,"N",782579,"A",-0.0359072640206712,"A","A","A"
"57","g1248",-3.14306228036791,-4.29334768878793,-4.11191717941871,0.000177649866756636,0.0161687250088358,"scaffold_485",472,NA,NA,NA,"N",237609,"A",0.255941722427184,"A","A","A"
"58","g17069",-3.35596327901893,-0.30162734645453,-3.97484057131571,0.000253746156803614,0.0228725321822642,"scaffold_2094",1988,NA,"A0A482XLL5",NA,"Y",6389,"A",-0.3353438,"A","A","A"
"59","g17218",-3.69232194624965,1.47761644935805,-3.96937162941438,0.000257453893552917,0.0230957083742758,"scaffold_57",617,"UDB14_RABIT","A0A2P8Z243","UDP-glucoronosyl and UDP-glucosyl transferase","Y",1361687,"A",-0.000589508814948349,"A","A","A"
"60","g23396",-2.2062854528415,-0.372341681183716,-3.95525161871636,0.00026692129380524,0.0238309873216878,"scaffold_364",1075,"HARB1_HUMAN","J9KAE0","DDE superfamily endonuclease","Y",369540,"A",0.49483194180424,"A","A","A"
"61","g22998",-3.35966606409135,-3.13803749940799,-3.94460828091579,0.000274438314941221,0.0242709621077026,"scaffold_1135",303,NA,NA,NA,"N",19955,"A",-2.890705,"A","A","A"
"62","g20012",-2.01356226895997,2.68513875177746,-3.92751048688905,0.000286811372034447,0.0248954926586752,"scaffold_894",929,"PWP2_PONAB","J9K4S6","WD domain, G-beta repeat","Y",31517,"A",0.104964270439442,"A","A","A"
"63","g4821",-3.63422204634599,-3.49905355454016,-3.88520944084392,0.000320139536869374,0.0274077450993785,"scaffold_169",1581,NA,NA,NA,"N",814881,"A",-0.607130212711013,"A","A","A"
"64","g18641",-3.42069253278885,1.38545255713976,-3.84814874726486,0.000352224266696297,0.0298816867705379,"scaffold_362",918,"HSP7C_RAT","A0A3B3CHS0","Hsp70 protein,DnaJ domain","Y",370763,"A",0.126613199310962,"A","A","A"
"65","g8730",-2.3041552596776,1.85183971063044,-3.82379320601675,0.000374958044904126,0.0312448372618109,"scaffold_1067",2454,NA,"J9M2D0","DDE superfamily endonuclease,Tc5 transposase DNA-binding domain","Y",22328,"A",-0.9398328,"A","A","A"
"66","g9186",-3.14473172666962,0.39864528598211,-3.74757346546592,0.000456268657016146,0.0362482247898124,"scaffold_757",3034,NA,NA,NA,"N",59257,"A",0.0567967478765278,"A","A","A"
"67","g11555",-3.35851339429979,-1.19073325534097,-3.68837829334289,0.000531167373177701,0.0414952378321196,"scaffold_65",677,NA,NA,NA,"N",1324386,"A",0.0452726839648758,"A","A","A"
"68","g19038",-2.64910128075495,-2.60191726476267,-3.67613255149972,0.000547917694159371,0.0424500365611324,"scaffold_682",3865,"YI31B_YEAST","A0A3B5QZY7,A0A3B5PQ07","Reverse transcriptase (RNA-dependent DNA polymerase),Integrase zinc binding domain,Integrase core domain,RNase H-like domain found in reverse transcriptase,Aspartyl protease","Y",90845,"A",0.07087147223725,"A","A","A"
"69","g8423",-5.17912979346945,2.10543762464377,-3.62704106024333,0.000627835832419084,0.0476570608179167,"scaffold_232",2572,NA,NA,"Immunoglobulin I-set domain","Y",605804,"A",-0.717709862912973,"A","A","A"
"70","g16040",-2.94427081762737,1.05386783458831,-3.60283515676357,0.000660732500506294,0.0499519098870666,"scaffold_225",683,NA,NA,"Mitochondrial-associated sphingomyelin phosphodiesterase","Y",632046,"A",-0.350678416794077,"A","A","A"
