"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","seq","gene_len","blast","diamond","interpro","anno","length","b.status.final","cov.04v13","b.status","b.status.asn","b.status.kmer"
"39","g13442",9.83959927788108,-0.749252413508949,16.1134223381234,7.38972538978669e-15,3.5525631111054e-12,"scaffold_40",316,NA,NA,NA,"N",1584338,"A",0.346876683,"A","A","A"
"40","g9583",6.95332615087201,4.74364236932675,15.950971362936,9.20596413045846e-15,4.31506553704914e-12,"scaffold_343",1166,NA,"A0A2P8YCN5",NA,"Y",389428,"A",0.031920982,"A","A","A"
"41","g3180",14.7545240321032,3.78222623816621,15.9039531675457,1.02751617518028e-14,4.69875628498903e-12,"scaffold_12",2096,NA,NA,NA,"N",2392395,"A",-0.150391693,"A","A","A"
"42","g1319",14.5966256945568,2.52594392154199,15.7301541333872,1.31318700065098e-14,5.86212930362031e-12,"scaffold_274",1658,NA,NA,NA,"N",504972,"A",0.301253912,"A","A","A"
"43","g3058",11.8626653871829,4.24866553442201,15.6675278317319,1.40433226884971e-14,6.09006114967674e-12,"scaffold_36",932,NA,NA,NA,"N",1654184,"A",-0.216133518,"A","A","A"
"44","g8005",6.32588326465366,5.67875104666176,15.6408098619861,1.42921057435477e-14,6.09006114967674e-12,"scaffold_212",995,NA,"R7UQH7","Cyclin, N-terminal domain","Y",664391,"A",-0.184568561,"A","A","A"
"45","g882",5.23984471744607,5.37485852234632,15.5280950019421,1.67943237545036e-14,6.93034850782888e-12,"scaffold_158",3005,NA,"A0A482XF45","F-box-like","Y",859120,"A",-0.331860321,"A","A","A"
"46","g14187",15.1303954796973,3.58077365138187,15.553364462513,1.70033618518389e-14,6.93034850782888e-12,"scaffold_3",893,NA,NA,NA,"N",3189128,"A",0.077377853,"A","A","A"
"47","g3189",15.7826068801968,3.24070998457035,15.4865618642278,1.88426287772799e-14,7.51660525415364e-12,"scaffold_12",2318,NA,NA,NA,"N",2392395,"A",-0.150391693,"A","A","A"
"48","g10587",14.9168038583937,2.66481442703848,15.4516089875862,1.96541321651041e-14,7.67698591590703e-12,"scaffold_32",1226,NA,NA,NA,"N",1713197,"A",-0.227731827,"A","A","A"
"49","g19963",14.5218629531918,2.987126158194,15.3339901816684,2.3228776607713e-14,8.88808842077575e-12,"scaffold_236",1274,NA,NA,NA,"N",587163,"A",0.293994945,"A","A","A"
"50","g13592",14.0831537079539,2.23365450430831,15.1436654200484,3.05707188493269e-14,1.10293847759203e-11,"scaffold_391",1142,NA,NA,NA,"N",334521,"A",-0.419356249,"A","A","A"
"51","g19335",14.6475384594159,2.0076996937142,15.1394700948721,3.09199206068739e-14,1.10293847759203e-11,"scaffold_292",632,NA,NA,NA,"N",472304,"A",0.203653683,"A","A","A"
"52","g17162",14.5911941124848,3.9118063680344,15.1361354026141,3.10557207611607e-14,1.10293847759203e-11,"scaffold_57",1517,NA,NA,NA,"N",1361687,"A",-0.000589339,"A","A","A"
"53","g9600",15.2438220254907,2.77763119525386,15.0989181815802,3.30113596376389e-14,1.10293847759203e-11,"scaffold_287",920,NA,NA,NA,"N",482722,"A",-0.648754451,"A","A","A"
"54","g3534",4.76264518913816,5.42198194051096,15.0463169337045,3.39155650343567e-14,1.10293847759203e-11,"scaffold_10",915,"CBR3_MOUSE,CBR1_HUMAN","R4FNV0,A0A444THM7,A0A2J7Q296","short chain dehydrogenase,Enoyl-(Acyl carrier protein) reductase","Y",2776264,"A",-0.506933192,"A","A","A"
"55","g7859",12.0647034651852,4.20441781182585,15.0568462929931,3.41769618628659e-14,1.10293847759203e-11,"scaffold_46",962,NA,NA,NA,"N",1511820,"A",0.268979977,"A","A","A"
"56","g23556",14.4723588974656,1.92946573145515,15.0664547794521,3.43794188998437e-14,1.10293847759203e-11,"scaffold_85",773,"ASHH2_ARATH","A0A0L0BZU8","SET domain","Y",1217065,"A",0.213896036,"A","A","A"
"57","g15336",14.7749190085473,2.69805851941331,15.0664769128319,3.4475849472855e-14,1.10293847759203e-11,"scaffold_100",1151,NA,NA,NA,"N",1120582,"A",-0.102676691,"A","A","A"
"58","g17515",3.63529720995499,6.94295434970884,15.0328042013735,3.45980759344705e-14,1.10293847759203e-11,"scaffold_41",3225,"NRDC_MOUSE","A0A087ZSL6","Middle or third domain of peptidase_M16,Insulinase (Peptidase family M16),Peptidase M16 inactive domain","Y",1577355,"A",0.165155028,"A","A","A"
"59","g15777",8.25105954405525,8.89936430916091,15.0277845615405,3.49948404533037e-14,1.10293847759203e-11,"scaffold_59",1117,"TBB1_NOTNE","A0A212FFP1","Tubulin/FtsZ family, GTPase domain,Tubulin C-terminal domain","Y",1359663,"A",-0.669052076,"A","A","A"
"60","g13000",7.14342850454588,5.01542794140349,15.0204185491317,3.52959137316774e-14,1.10293847759203e-11,"scaffold_579",2294,"PFKA_DROME","A0A026WQT5","Phosphofructokinase","Y",164536,"A",-0.815303986,"A","A","A"
"61","g15992",12.1551857340871,3.97569643686204,15.0153655412186,3.63645264527763e-14,1.11770246961164e-11,"scaffold_75",1106,"KAPC1_DROME","N6UW64","Protein kinase domain","Y",1276505,"A",-0.011623067,"A","A","A"
"62","g11913",14.515625452712,2.72393631899051,15.0031952286556,3.77696149363482e-14,1.12671748042453e-11,"scaffold_513",785,NA,NA,NA,"N",213775,"A",0.171487202,"A","A","A"
"63","g14186",14.8750957561441,3.08263665772407,15.0038723941454,3.78597265276789e-14,1.12671748042453e-11,"scaffold_3",896,NA,NA,NA,"N",3189128,"A",0.077377853,"A","A","A"
"64","g21307",7.1526255727865,5.0630767777799,14.9307028222136,4.03218555957425e-14,1.18124136025715e-11,"scaffold_43",2443,NA,NA,NA,"N",1553300,"A",-0.218640579,"A","A","A"
"65","g2171",15.1355180642874,2.91272072528569,14.9431836134904,4.15349576232093e-14,1.19805987765777e-11,"scaffold_14",908,NA,NA,NA,"N",2278001,"A",-0.521531797,"A","A","A"
"66","g8567",15.5523735462881,3.51836986822185,14.9137097021979,4.35761003336739e-14,1.23789137144856e-11,"scaffold_422",2408,NA,NA,NA,"N",294261,"A",0.173186438,"A","A","A"
"67","g15656",14.5202070631524,2.38548833005109,14.8587502735974,4.68327953804212e-14,1.2950442752006e-11,"scaffold_21",953,NA,NA,NA,"N",2065129,"A",-0.086951811,"A","A","A"
"68","g2721",14.016503339942,2.40517349539629,14.8537065723745,4.69694440842927e-14,1.2950442752006e-11,"scaffold_644",761,NA,NA,NA,"N",109125,"A",-0.120151228,"A","A","A"
"69","g7186",11.6387609690145,3.84308042920421,14.8036945071083,4.96634263224559e-14,1.34947765234743e-11,"scaffold_17",1588,"TTLL4_MOUSE","J9K688","Tubulin-tyrosine ligase family","Y",2133015,"A",-0.17858936,"A","A","A"
"70","g15779",8.70843533315818,7.0013617446199,14.761545265989,5.21117855922234e-14,1.39577695438371e-11,"scaffold_59",695,"TBB1_NOTNE","A0A1D1VIZ5","Tubulin/FtsZ family, GTPase domain","Y",1359663,"A",-0.669052076,"A","A","A"
"71","g8655",14.6447940343124,2.43563427073666,14.7702426239852,5.35361105694168e-14,1.4086399730818e-11,"scaffold_237",1133,NA,NA,NA,"N",579896,"A",0.073909084,"A","A","A"
"72","g3476",11.9709800145758,4.65192587853618,14.7347712916153,5.52070152932292e-14,1.4086399730818e-11,"scaffold_10",569,NA,NA,NA,"N",2776264,"A",-0.506933192,"A","A","A"
"73","g3146",6.2259321561214,5.05897276938481,14.7173531520419,5.54233033542523e-14,1.4086399730818e-11,"scaffold_338",944,"PP1A_RAT,PP1B_DROME","A0A0R3TXS7","Calcineurin-like phosphoesterase","Y",393854,"A",-0.665897518,"A","A","A"
"74","g4016",14.272983814901,3.10091726183587,14.7427980523726,5.55972894597327e-14,1.4086399730818e-11,"scaffold_478",1935,NA,NA,NA,"N",243219,"A",0.131561291,"A","A","A"
"75","g22012",12.7437321129011,3.42765865280073,14.6791098579056,6.03917733050604e-14,1.5097138102621e-11,"scaffold_124",959,NA,NA,NA,"N",971564,"A",-0.484528007,"A","A","A"
"76","g5624",14.0836371204255,2.55974771771184,14.5869471145653,7.02319273059101e-14,1.73260316455067e-11,"scaffold_356",704,NA,NA,NA,"N",374984,"A",0.109979446,"A","A","A"
"77","g997",13.1540159308257,3.48278906229556,14.559956420391,7.25744671708857e-14,1.76714114933368e-11,"scaffold_832",1322,NA,NA,NA,"N",40185,"A",-0.319289214,"A","A","A"
"78","g10300",6.29411158681542,4.58633250016917,14.500742501826,7.69319006999036e-14,1.84922590541345e-11,"scaffold_652",702,NA,NA,"Hsp20/alpha crystallin family","Y",106700,"A",0.07865017,"A","A","A"
"79","g4486",7.59125816962705,-1.21138395532272,14.4866491256251,7.87440393705339e-14,1.86882530906094e-11,"scaffold_94",290,NA,NA,NA,"N",1173942,"A",-0.107696948,"A","A","A"
"80","g22699",6.10741750151491,4.29343619576789,14.4477411991822,8.33957029720104e-14,1.95448254377778e-11,"scaffold_6",559,NA,NA,"Endoribonuclease L-PSP","Y",2881478,"A",-0.080544033,"A","A","A"
"81","g20043",7.66901277066356,5.09595499886032,14.3746617795247,9.34622591409148e-14,2.1633628353494e-11,"scaffold_701",1338,"HXK2_DROME","Q9W330","Hexokinase","Y",81196,"A",-0.457223434,"A","A","A"
"82","g19964",14.8254658560455,3.24551479474638,14.2966818686097,1.10240212282172e-13,2.52060212204688e-11,"scaffold_236",1142,NA,NA,NA,"N",587163,"A",0.293994945,"A","A","A"
"83","g10895",15.1954377622647,2.53166920771101,14.1881513267224,1.3085811002917e-13,2.95597434329749e-11,"scaffold_1",947,NA,NA,NA,"N",4205925,"A",-0.407990297,"A","A","A"
"84","g8869",15.31131283673,2.81057120920181,14.1783950875873,1.33006923574377e-13,2.96874620249524e-11,"scaffold_2",1637,NA,NA,NA,"N",3312200,"A",-0.03043378,"A","A","A"
"85","g21447",14.5789735602452,2.79078915932348,14.1480972604767,1.38423008631162e-13,3.05328586920666e-11,"scaffold_348",1633,"TTLL4_MOUSE","J9K688","Tubulin-tyrosine ligase family","Y",384002,"A",-0.179294032,"A","A","A"
"86","g12499",12.9663688763926,3.07963070818907,14.1198768516147,1.42552349181929e-13,3.10780697071162e-11,"scaffold_283",1377,NA,NA,"Serpin (serine protease inhibitor)","Y",489983,"A",0.288039299,"A","A","A"
"87","g5398",15.2036171281908,3.73930492121451,14.1097997034863,1.4782043190198e-13,3.18561526175887e-11,"scaffold_223",2852,NA,NA,NA,"N",633436,"A",-0.258700006,"A","A","A"
"88","g19660",14.0856345242825,1.74895095239308,14.0940828141816,1.49869462849109e-13,3.1910977508523e-11,"scaffold_369",548,NA,NA,NA,"N",364737,"A",-0.093740077,"A","A","A"
"89","g14697",14.065918798964,1.75092416346088,14.0871162846193,1.51478852112568e-13,3.1910977508523e-11,"scaffold_718",773,NA,NA,NA,"N",73810,"A",-0.236855595,"A","A","A"
"90","g4672",14.3026906388746,1.94379461162831,13.996736110945,1.74859237130688e-13,3.64117773649386e-11,"scaffold_181",497,NA,NA,NA,"N",778394,"A",0.11410331,"A","A","A"
"91","g8725",13.1066531225807,2.10825931395007,13.9831015778214,1.76727918300144e-13,3.64117773649386e-11,"scaffold_528",557,NA,NA,NA,"N",204458,"A",-0.569266351,"A","A","A"
"92","g10811",13.305965446502,1.45755233898122,13.9149991245241,1.97030865872679e-13,4.01536054809441e-11,"scaffold_464",1187,NA,NA,NA,"N",252746,"A",0.057533818,"A","A","A"
"93","g19844",14.6305355916879,2.62108773767131,13.8861104418185,2.0873896648768e-13,4.20822245449195e-11,"scaffold_431",1460,NA,NA,"Ulp1 protease family, C-terminal catalytic domain","Y",285712,"A",-0.885644037,"A","A","A"
"94","g11140",14.1304041572023,1.98480843316434,13.8710760021375,2.12738129656446e-13,4.24322041800926e-11,"scaffold_165",677,NA,NA,NA,"N",826454,"A",0.469543682,"A","A","A"
"95","g12498",14.3480777752763,2.14664600203503,13.82071820614,2.30842004610456e-13,4.55584920467521e-11,"scaffold_283",1604,NA,NA,NA,"N",489983,"A",0.288039299,"A","A","A"
"96","g9714",14.2615131469231,3.04020320631242,13.8080570427975,2.35325287500716e-13,4.59595189099054e-11,"scaffold_192",1256,NA,NA,NA,"N",714988,"A",-0.114910032,"A","A","A"
"97","g9602",13.4389524974481,1.79229758582415,13.7928724844105,2.3924969295443e-13,4.62442525072433e-11,"scaffold_287",488,NA,NA,NA,"N",482722,"A",-0.648754451,"A","A","A"
"98","g738",15.1106845643215,3.46627864223697,13.7697736325635,2.52129805238667e-13,4.82365481471404e-11,"scaffold_56",1208,NA,NA,NA,"N",1371732,"A",-0.143478725,"A","A","A"
"99","g20165",13.7125985167219,1.79515177385622,13.7315110209807,2.64391606133603e-13,5.00714972060497e-11,"scaffold_333",341,NA,NA,NA,"N",396600,"A",0.218473314,"A","A","A"
"100","g2235",13.8451863143356,2.47939186010682,13.6893000791634,2.83126377669144e-13,5.30833645491879e-11,"scaffold_14",1127,NA,NA,NA,"N",2278001,"A",-0.521531797,"A","A","A"
"101","g15417",14.2891349104551,2.52358293406292,13.6487518714602,3.03324092930163e-13,5.63071625578974e-11,"scaffold_133",481,NA,NA,NA,"N",943319,"A",0.10865628,"A","A","A"
"102","g7234",13.6361860631863,4.14112972768543,13.6085400469512,3.21535029561574e-13,5.91025516593133e-11,"scaffold_17",926,NA,NA,NA,"N",2133015,"A",-0.17858936,"A","A","A"
"103","g13754",12.560551431928,1.41554493570352,13.5436775369622,3.5352517169284e-13,6.37076778255157e-11,"scaffold_377",296,NA,NA,NA,"N",355012,"A",-0.598204135,"A","A","A"
"104","g10894",15.3511482335997,4.01604824395201,13.5592649918665,3.53793682670501e-13,6.37076778255157e-11,"scaffold_1",1894,NA,NA,NA,"N",4205925,"A",-0.407990297,"A","A","A"
"105","g12375",15.7896501238641,3.10534445395582,13.5553587363168,3.57624209736192e-13,6.37076778255157e-11,"scaffold_231",1504,NA,NA,NA,"N",613014,"A",-0.234882928,"A","A","A"
"106","g15682",13.680009140547,1.640114540701,13.5340966249348,3.62510214677901e-13,6.37076778255157e-11,"scaffold_600",392,NA,NA,NA,"N",144795,"A",0.0589289,"A","A","A"
"107","g17562",14.7773234247023,2.81187784353365,13.5387399465818,3.63577872277464e-13,6.37076778255157e-11,"scaffold_247",1205,NA,NA,NA,"N",544523,"A",-0.145962259,"A","A","A"
"108","g16229",9.24667241901031,3.47704811612607,13.4296448156907,4.16090179287072e-13,7.22340256616048e-11,"scaffold_54",1079,"KAPC1_DROME","K1PS11","Protein kinase domain","Y",1412569,"A",0.132418539,"A","A","A"
"109","g9296",12.147654968259,1.05114046949408,13.4183441485456,4.31353997790272e-13,7.41968449960533e-11,"scaffold_58",428,NA,NA,"HMG (high mobility group) box","Y",1360862,"A",0.057971928,"A","A","A"
"110","g294",14.3054633807743,2.18193305899522,13.4122791386673,4.43920686654068e-13,7.56642632188829e-11,"scaffold_137",707,NA,NA,NA,"N",931543,"A",0.060769954,"A","A","A"
"111","g2756",14.5915143245845,2.59616111441253,13.4005093113502,4.53728028504012e-13,7.66391604182138e-11,"scaffold_51",1034,NA,NA,"Double-stranded RNA binding motif","Y",1437107,"A",0.002536088,"A","A","A"
"112","g5831",4.28852303088677,5.3469391908811,13.3524966588412,4.67751337702267e-13,7.83024092016055e-11,"scaffold_125",2087,NA,NA,NA,"N",964565,"A",-0.488307221,"A","A","A"
"113","g9097",14.9075723314063,2.33502273365212,13.3559995566187,4.89266077702265e-13,8.11792008038918e-11,"scaffold_205",1256,NA,NA,NA,"N",683989,"A",-0.034564025,"A","A","A"
"114","g2788",8.26033102906775,-0.390171279246872,13.308184659113,5.04953759622536e-13,8.30471757821309e-11,"scaffold_51",485,NA,NA,NA,"N",1437107,"A",0.002536088,"A","A","A"
"115","g3682",12.8131554476648,1.51473017426199,13.290258172908,5.34093966673559e-13,8.70758937492396e-11,"scaffold_269",1604,NA,NA,NA,"N",511711,"A",-0.171084975,"A","A","A"
"116","g20216",13.0556282730288,1.52978425440314,13.2441774736824,5.7706252329493e-13,9.27602598834235e-11,"scaffold_71",875,NA,NA,"TraB family","Y",1288280,"A",-0.243252715,"A","A","A"
"117","g9601",9.82346125000697,-0.602396691006564,13.2284114877521,5.78854893933573e-13,9.27602598834235e-11,"scaffold_287",305,NA,NA,NA,"N",482722,"A",-0.648754451,"A","A","A"
"118","g15178",3.01676344843729,5.5826682370996,13.2087796942952,5.91304591742482e-13,9.39522863608457e-11,"scaffold_76",554,NA,NA,NA,"N",1257193,"A",0.209389323,"A","A","A"
"119","g4123",13.9509337961947,1.85575708388147,13.1909181990017,6.34829890543594e-13,1.00020383342873e-10,"scaffold_70",911,NA,NA,NA,"N",1292812,"A",0.03553754,"A","A","A"
"120","g23187",12.7012425911888,2.15773041029214,13.1104383893927,7.16651938347784e-13,1.11318917891601e-10,"scaffold_508",1561,NA,"J9LF51","Major royal jelly protein","Y",217096,"A",-0.093031813,"A","A","A"
"121","g13334",14.099651727493,1.89168826411449,13.1165904052273,7.18416399001747e-13,1.11318917891601e-10,"scaffold_15",778,NA,NA,NA,"N",2222211,"A",-0.381851168,"A","A","A"
"122","g12672",14.4825779129538,2.43246037411189,13.1086736581576,7.30557497736483e-13,1.1164335250937e-10,"scaffold_272",947,NA,NA,NA,"N",510019,"A",-0.233176055,"A","A","A"
"123","g16031",12.5963378766815,2.05704140693313,13.0967119762627,7.32419454832395e-13,1.1164335250937e-10,"scaffold_225",1229,NA,NA,NA,"N",632046,"A",-0.350678019,"A","A","A"
"124","g7185",5.56916136493556,2.82507152224216,13.0593499592458,7.56299113749226e-13,1.13808719881261e-10,"scaffold_17",1159,NA,NA,NA,"N",2133015,"A",-0.17858936,"A","A","A"
"125","g1373",7.28245624450708,4.1567769784555,13.0548869851834,7.63318569357678e-13,1.13808719881261e-10,"scaffold_69",2497,"BBS4_HUMAN","J9K409","Tetratricopeptide repeat","Y",1296325,"A",0.352042245,"A","A","A"
"126","g13511",2.83713803292617,6.23140168964779,13.0523776811692,7.64835388822812e-13,1.13808719881261e-10,"scaffold_266",878,"TM189_HUMAN","A0A2J7Q1N1","B domain of TMEM189, localisation domain","Y",513539,"A",-0.020043995,"A","A","A"
"127","g22535",14.9004573182503,2.66535459634069,13.0668595778016,7.86049187106892e-13,1.16044379598954e-10,"scaffold_551",653,NA,NA,NA,"N",189885,"A",0.440245959,"A","A","A"
"128","g1775",11.5506730345657,0.203860597004996,13.0400657342941,7.97751123493236e-13,1.16170674668594e-10,"scaffold_199",388,NA,NA,"RING-type zinc-finger","Y",693045,"A",0.067727375,"A","A","A"
"129","g6764",7.62116770780663,4.96747883944761,13.0253095645444,8.02159348162229e-13,1.16170674668594e-10,"scaffold_179",955,NA,"A0A2J7PV36","SMP-30/Gluconolactonase/LRE-like region","Y",784024,"A",-0.047198937,"A","A","A"
